VL,BF,TA,MG,Sol,Heel,Toe
0.341267307,0.010423098,0.060747782,-0.16457693,0.088345189,0.423085502,0.078280252
0.014643878,-0.030810675,0.035423102,0.271137426,0.098410125,0.422436151,0.078604927
-0.030810675,0.010423098,0.062046483,0.42113745,0.15003351,0.422436151,0.080228304
0.174059488,-0.101589907,0.081527006,0.002306214,0.119514025,0.423085502,0.080877655
0.148410133,-0.228537979,0.170812734,-0.30710942,0.029903621,0.421786801,0.082176357
-0.020096387,-0.206784729,0.013345177,-0.32399254,0.044838688,0.422760827,0.08120233
-0.069447044,-0.063602888,-0.063927563,-0.191200311,0.081851681,0.422436151,0.080877655
-0.145745758,0.053280248,0.180552996,-0.140875627,-0.111654843,0.422436151,0.080228304
0.057176353,0.202306246,0.23152703,-0.19899252,-0.163602904,0.424384204,0.060098431
0.091591943,0.232825731,0.169189358,-0.067823667,-0.094447048,0.424384204,0.080877655
-0.006135346,0.109449088,0.100358178,0.394514069,-0.141524978,0.423085502,0.081527006
-0.137953549,0.006202318,0.08542311,0.336397177,-0.296719808,0.424384204,0.08120233
-0.237953565,0.02925427,0.10230623,0.03769583,-0.294771756,0.379254326,0.08120233
-0.554512057,0.094514021,0.199384168,-0.024317167,-0.166524982,0.426981607,0.081851681
-0.485356202,0.163345201,0.216267287,-0.045096391,-0.046719768,0.425682905,0.081851681
-0.09152497,0.181527022,0.203280272,-0.206460053,-0.185356154,0.425682905,0.081527006
0.047436091,0.111072465,0.072436095,-0.219771744,-0.249317203,0.426332256,0.081527006
-0.16035615,0.172436111,-0.010356126,0.006526994,-0.196719792,0.426332256,0.059124405
-0.192499012,0.221462093,0.065293237,-0.028537947,-0.0739925,0.42535823,0.081527006
0.160423122,0.108799737,0.05100752,-0.228862654,-0.011005477,0.426656931,0.081851681
0.297760807,0.004254266,0.019838684,-0.187628881,-0.091200295,0.426332256,0.082176357
0.247760799,-0.040875611,0.0117218,0.041267259,-0.292823704,0.425682905,0.081527006
0.263994568,-0.027563921,-0.095421074,0.43444914,-0.090226268,0.42535823,0.081527006
0.612371247,0.065617912,-0.191200311,0.354903673,0.167890656,0.42535823,0.08120233
0.515617985,0.169189358,-0.179836672,-0.083732761,0.048085442,0.42535823,0.081527006
0.149059484,0.02016336,-0.136654847,-0.194122389,-0.162628877,0.428604984,0.08120233
0.078280252,-0.550615953,-0.200940572,0.107825711,-0.415550996,0.434773816,0.081851681
0.367566013,-0.217499016,-0.195745766,0.188994556,-0.35418735,0.437046543,0.080877655
0.579903709,0.506202399,-0.123343157,0.038020505,0.038994531,0.445488103,0.077306226
0.522111492,0.502955645,-0.213927587,-0.239252266,0.213669884,0.450033558,0.074384148
0.583799814,0.021137386,-0.331784749,-0.13503147,0.088020513,0.473734861,0.071786745
0.769189454,-0.158408098,-0.288278248,-0.527564001,0.02925427,0.518864738,0.069189342
0.519514089,-0.01425223,-0.086330164,-0.281460065,-0.074966526,0.579903709,0.043539987
0.063345185,0.013994527,0.096137398,0.693864766,-0.30288864,0.623085534,0.064968562
0.33542315,-0.128862638,0.065293237,0.573085526,-0.285031495,0.671786841,0.065293237
0.565617993,-0.092498996,-0.023667816,-0.188602908,-0.059057432,0.710423211,0.064319211
0.613345273,-0.008083398,0.116591947,-0.306460069,0.099708827,0.694514117,0.060747782
0.314643926,0.083150383,0.19289066,0.177630917,0.082825707,0.788669976,0.051656871
0.001656863,0.048410117,-0.079836656,0.628929691,0.186721828,0.829254399,0.047436091
-0.098992504,0.047436091,-0.186005505,0.515293309,0.182501048,0.862371287,0.035747778
-0.079187306,0.149708835,-0.085031462,0.069514017,0.128604935,0.894838825,0.031526998
-0.447044508,0.172760787,0.015617904,-1.083408246,0.11496857,0.924708959,0.023410113
-0.458408146,0.084124409,0.144838704,-1.308083607,0.265293269,0.954903769,0.022111412
-0.128862638,-0.011005477,0.181851697,-0.10418731,0.253929631,0.990293385,0.023085438
-0.054511977,0.031202322,0.088020513,0.7224362,-0.020745738,1.031851834,0.022436087
0.086721812,-0.012628853,0.089319215,0.728280356,-0.108732765,1.069189502,0.024059464
0.323410162,-0.030485999,0.077630901,0.545812795,-0.17301849,1.10165704,0.023085438
0.062046483,-0.023667816,-0.067174317,0.224384172,-0.159057448,1.139968734,0.021137386
-0.215550964,0.091267267,-0.214576938,-0.076589903,-0.066200291,1.178929779,0.019189334
-0.560031539,0.058475054,-0.118148351,-0.172693814,-0.089901593,1.211721992,0.019189334
-0.845421195,-0.120421078,0.014643878,-0.332758775,0.055877651,1.247436284,0.019514009
-0.554187382,-0.25094058,0.101656879,-0.445096455,0.072436095,1.271786937,0.019514009
-0.236979539,-0.236330188,0.109449088,-0.161979527,-0.0528886,1.293864863,0.02016336
-0.155486019,-0.099641854,0.161721824,0.189319231,-0.184382128,1.312046684,0.019838684
-0.149966538,0.137695846,0.181202347,0.182501048,-0.197044467,1.329903829,0.019189334
-0.378538003,0.087371163,0.070812718,0.136072469,-0.056784705,1.353605132,0.018864658
-0.441200351,-0.028862622,-0.122369131,0.121786753,-0.034382104,1.380553188,0.019189334
-0.300940588,-0.034706779,-0.175291217,0.104254282,-0.150291213,1.403929815,0.018539983
-0.261330192,0.050682845,-0.109382116,0.171786761,-0.131784717,1.423085663,0.018539983
-0.331460073,0.242890668,-0.117499,0.258150411,-0.025615868,1.45133242,0.018539983
-0.412304242,0.214319235,-0.018148335,0.234449108,0.024059464,1.422111636,0.018539983
-0.35840813,-0.014576906,0.017241281,0.060423106,0.050682845,1.493540219,0.018215307
-0.001914566,0.017890632,-0.023992492,-0.045745742,0.035747778,1.518864899,0.018539983
0.118539999,0.01594258,-0.031784701,-0.032109376,0.066267263,1.542890877,0.018539983
0.069514017,-0.079187306,-0.028537947,0.037371155,0.182176373,1.560748022,0.018539983
-0.074317175,-0.026265219,-0.058408082,-0.15191459,0.187046503,1.578929843,0.018864658
-0.126589911,0.039968558,-0.069122369,-0.234382136,0.142890652,1.590942832,0.018539983
0.13250104,-0.105486011,-0.083408086,0.005552968,-0.03957691,1.608799978,0.018215307
0.471462133,0.01659193,-0.089576918,0.231202355,-0.215550964,1.626657124,0.018864658
0.486072525,0.234124433,-0.089252242,0.165942604,0.038345181,1.639319464,0.018215307
0.47308551,0.208475078,-0.006460021,-0.046719768,0.155877667,1.652631154,0.018539983
0.341267307,0.154578966,-0.055486003,-0.000615864,-0.003862618,1.672436352,0.018539983
0.333799774,0.036721804,-0.191200311,0.051332196,-0.150615889,1.682825964,0.018215307
0.510747854,-0.096719776,-0.19477174,-0.352563973,-0.096719776,1.697436356,0.018539983
0.603605012,-0.225291225,-0.066200291,-0.405161384,0.098410125,1.713345449,0.018215307
0.315293277,-0.22918733,-0.045096391,-0.191524986,0.128929611,1.725358438,0.018539983
0.118539999,-0.174641866,-0.038278208,-0.003862618,-0.050615872,1.741267532,0.018864658
0.057501028,0.013994527,-0.032109376,0.016267255,-0.084057436,1.753605196,0.018539983
-0.055161328,0.241916642,-0.007758723,-0.010680801,-0.055486003,1.766267536,0.018539983
-0.020096387,0.224059496,0.021137386,-0.002563917,-0.055161328,1.779903902,0.018215307
0.27925431,-0.096070425,0.056202326,-0.049641846,-0.042498988,1.798735074,0.019189334
0.249384176,-0.294771756,0.10230623,-0.101914582,-0.024317167,1.810748062,0.018539983
-0.083408086,-0.40613541,0.00328024,0.003929591,-0.037628857,1.816592219,0.018215307
-0.298343185,-0.358083454,-0.153537967,0.023410113,-0.049966522,1.827306507,0.018539983
-0.27269383,-0.179511997,-0.205486027,-0.076265227,-0.082758735,1.800683126,0.018539983
-0.426914634,-0.105161336,-0.123667832,-0.115226272,-0.101589907,1.844514302,0.018539983
-0.499317243,-0.112304194,0.00328024,0.093215319,-0.089576918,1.857825992,0.018539983
-0.313602928,-0.098667828,0.011397124,-0.006460021,-0.006135346,1.86496885,0.018539983
-0.2032133,-0.172044463,0.011397124,0.054254274,0.008799721,1.874709112,0.017890632
-0.267499024,-0.358083454,0.090942592,0.061397132,0.044514013,1.882825996,0.017890632
-0.280810715,-0.428538011,0.019514009,0.004254266,0.157825719,1.891267556,0.025682841
-0.268797726,-0.137628873,-0.012304178,0.080877655,0.137695846,1.901981843,0.032176349
-0.154187318,-0.011979503,0.1409426,-0.045096391,0.104254282,1.911722105,0.033150375
-0.010680801,-0.478213344,0.182825723,0.122111428,0.168215331,1.911722105,0.032825699
-0.10840809,-0.553213356,0.130228312,0.378604976,0.11074779,1.919189638,0.033799725
-0.282434091,-0.570096475,-0.03535613,0.096786749,0.115293245,1.9289299,0.03769583
-0.336005529,-0.716200395,-0.184057452,0.095163372,0.141916626,1.931527303,0.042241285
-0.228213304,-0.806135474,-0.129836664,-0.333732801,0.153929615,1.937696135,0.044514013
-0.015550932,-0.889577046,-0.071395097,-1.076590063,0.25750106,1.947761071,0.044838688
0.161072473,-0.435680869,-0.023343141,-0.58308349,0.214319235,1.950358474,0.045488039
0.071137394,0.032825699,-0.117823675,0.625358262,0.224384172,1.951657176,0.04613739
-0.001265215,0.211072481,-0.209382132,0.672436192,0.221786769,1.958150684,0.046462065
-0.106460037,0.146462081,-0.016200283,0.105552984,0.191591959,1.957826008,0.047111416
-0.122369131,-0.031460025,0.238994564,-0.440875675,0.196462089,1.962371463,0.047111416
0.126007532,0.03769583,0.251656903,-0.006135346,0.09386467,1.968864971,0.029903621
0.34386471,0.202306246,0.04191661,0.298734833,-0.083732761,1.972111725,0.04613739
0.234124433,0.336072501,-0.124641858,-0.160680825,-0.140875627,1.9724364,0.046786741
-0.252239281,0.420488099,-0.252888632,-0.488927631,-0.120096403,1.976332505,0.047760767
-0.468148407,0.487695902,-0.195745766,-0.282758767,-0.094447048,1.941592239,0.048085442
0.057501028,0.444838752,-0.076265227,0.056527002,-0.157109396,1.978929908,0.05035817
0.490942656,0.457825768,0.052306222,0.259449112,-0.207434079,1.984449389,0.05100752
0.279578986,0.466592003,0.133475066,0.321786785,-0.150615889,1.986397441,0.051981547
0.073734797,0.826007645,0.181851697,0.279903661,-0.045096391,1.988994844,0.056202326
-0.091849645,0.900033631,0.141267275,0.126656883,-0.2032133,1.997436404,0.05457895
-0.000615864,0.696462169,0.221462093,0.04191661,-0.334706827,2.006202639,0.081851681
0.251981579,0.775358286,0.226981575,0.035423102,-0.166200307,2.019189654,0.092565969
0.233150407,1.082176517,0.236721836,0.025358166,-0.185356154,2.026007837,0.096786749
0.117241297,0.534449156,0.275682881,0.042565961,-0.174317191,2.027306539,0.102955581
0.09808545,-0.334706827,0.238345213,-0.021719764,-0.106460037,2.031851994,0.108475062
0.091916618,-0.463278276,0.143215327,-0.094122373,0.004903617,2.041592255,0.115293245
0.108150387,-0.134706795,0.055877651,-0.015550932,-0.142823679,2.042566281,0.123734805
0.333799774,-0.071070421,0.009124397,0.136072469,-0.286979547,2.042241606,0.129578962
0.261397165,-0.275940584,-0.03113535,-0.105161336,0.028280244,2.047761088,0.133475066
-0.097693802,-0.09574575,0.008799721,-0.055810679,0.031202322,2.050683166,0.137371171
-0.508408154,0.289319247,0.179903645,-0.061005485,-0.339901633,2.052955894,0.142890652
-0.395421123,0.191267283,0.316591979,-0.166200307,-0.307758771,2.052631218,0.147111432
0.012695826,-0.109706791,0.247760799,-0.10418731,-0.205486027,2.054903946,0.148734809
0.070488043,-0.040550936,0.064968562,-0.033408078,-0.088602892,2.060423427,0.155877667
-0.065875615,0.091916618,-0.103213284,-0.115875623,-0.006460021,2.061722129,0.157501044
-0.169122385,0.103604931,-0.122369131,-0.097693802,0.067241289,2.061722129,0.173410137
-0.214576938,0.261072489,-0.04379769,-0.136330172,0.100358178,2.058475375,0.17957897
-0.217174341,0.42957901,-0.041200287,-0.216200315,0.014319203,2.061072778,0.188994556
-0.339576958,0.445488103,-0.186979531,-0.150615889,-0.012628853,2.017890953,0.199384168
-0.266200323,0.286072493,-0.220096419,-0.079187306,0.10230623,2.062046804,0.206202351
-0.057434055,0.02503349,-0.151265239,0.017241281,0.090942592,2.066592259,0.216591963
-0.119771728,-0.031460025,-0.075291201,0.100682853,-0.002563917,2.068540312,0.224384172
-0.116200299,0.113345193,-0.082758735,-0.140875627,-0.002888592,2.065942909,0.226981575
0.080877655,0.165293253,-0.128537963,-0.126265235,0.034449076,2.065942909,0.196786765
0.164319227,0.14938416,-0.068797694,0.030552972,0.208799754,2.068215636,0.237371187
0.030552972,0.250358202,0.01594258,0.082501032,0.25328028,2.069189662,0.242890668
-0.04022626,0.362371207,-0.063602888,-0.056135354,0.130877663,2.070813039,0.245812746
0.084449084,0.446786805,-0.092823671,-0.164252254,0.034773752,2.068540312,0.2490595
0.224708847,0.388345237,-0.066200291,-0.072044447,0.182501048,2.065293558,0.257825735
0.215942612,0.347436139,-0.012628853,0.147436107,0.237695862,2.070488364,0.272436127
0.121462077,0.409773812,-0.111005493,0.143540003,0.034124401,2.071787065,0.284773792
0.151656887,-0.263927595,-0.089901593,-0.058083406,0.021137386,2.069514338,0.29191665
0.168540007,-0.514576986,-0.047044443,-0.068148343,0.064643886,2.077631222,0.306527042
0.063020509,-0.111979519,-0.104511985,0.073734797,0.030877647,2.076657196,0.314968602
-0.038927559,0.230228328,-0.016200283,0.082825707,-0.043148339,2.074384468,0.319838732
0.295812755,0.431202387,0.049059468,0.060747782,-0.154836668,2.082826028,0.328604968
0.520488115,0.466916678,0.133799742,0.069514017,-0.035031454,2.093540316,0.342566009
0.508150451,0.59743618,0.094189346,0.08899454,0.118215323,2.09321564,0.361072505
0.157825719,0.48996863,-0.047369119,0.126656883,0.143864678,2.095163693,0.365942636
-0.298992536,0.210098455,-0.130486015,0.167241305,0.048085442,2.092241614,0.370163416
-0.549317251,-0.253537983,-0.130810691,0.14581273,-0.112628869,2.094839017,0.3782803
-0.316525006,-0.508083478,0.017565957,0.114319219,-0.192174337,2.096787069,0.390293289
0.11074779,-0.400615929,0.100033502,0.147760783,-0.22074577,2.055877972,0.400358226
-0.086330164,-0.365875663,0.023085438,0.171462085,-0.103862634,2.101332525,0.406527058
-0.460031523,-0.390226317,0.055877651,0.03769583,0.090293241,2.108475383,0.413345241
-0.328537995,-0.297693834,0.055877651,0.02016336,0.279903661,2.113020838,0.422436151
0.013345177,-0.336330204,-0.146070433,0.074708823,0.181527022,2.114644215,0.432176413
0.023734789,-0.351589947,-0.244447072,0.112371167,-0.16035615,2.121462398,0.41691667
0.038020505,-0.358083454,-0.170096411,0.077630901,-0.395421123,2.122436424,0.44711148
0.034449076,-0.425291257,-0.079187306,0.049384144,-0.452239314,2.1227611,0.454579014
-0.128862638,-0.469122433,-0.002563917,0.099708827,-0.28535617,2.126657204,0.467566029
-0.32399254,-0.569122449,0.09386467,0.078280252,-0.048343145,2.127955906,0.473734861
-0.114576922,-0.60418739,0.093215319,0.108799737,-0.028862622,2.130877984,0.48574785
0.198734817,-0.491200359,0.068215315,0.030552972,-0.109382116,2.135748115,0.496786813
0.12828026,-0.315226305,0.021137386,-0.076914578,-0.073018473,2.140618245,0.502306294
-0.129836664,-0.123018482,0.004254266,-0.120421078,-0.054836652,2.138020842,0.509449152
-0.252563957,-0.01847301,-0.114252246,0.000358162,-0.036979507,2.146787077,0.517890712
0.220812742,-0.013927555,-0.117823675,0.138020521,-0.126589911,2.146787077,0.526332272
0.3993842,-0.076914578,-0.146395109,0.195488063,-0.0739925,2.149059805,0.538020586
0.33542315,0.043539987,-0.127239261,0.151007536,-0.085356138,2.158475391,0.550682925
0.384124457,0.030228296,-0.061979511,-0.0739925,-0.102888608,2.161072794,0.55879981
0.218215339,-0.023018465,0.016916606,-0.154511993,0.096786749,2.158150716,0.571137474
-0.046719768,0.0117218,0.009124397,-0.029187298,0.191916634,2.16204682,0.584124489
0.02925427,-0.041849637,0.022111412,0.048085442,0.236072485,2.158475391,0.5932154
0.130228312,-0.105810687,0.096137398,0.048410117,0.173085462,2.160748119,0.601981635
0.034124401,-0.111654843,0.044189338,0.087046487,0.118539999,2.163345522,0.618864754
0.21042313,-0.028862622,-0.035031454,0.050033494,0.071786745,2.110748111,0.638020602
0.199384168,0.111721816,-0.063278212,-0.019771712,0.030552972,2.162371496,0.647760863
-0.102888608,0.15847507,-0.082109384,-0.045745742,0.186397153,2.164319548,0.656851773
-0.27691461,0.293540027,-0.097693802,-0.170421087,0.285098467,2.165942925,0.670488139
-0.24249902,0.0763322,-0.097693802,-0.261979543,0.259773788,2.167241626,0.677630998
-0.22496655,-0.192174337,-0.045745742,-0.095421074,0.141916626,2.166592275,0.661721904
0.216916638,-0.257758763,0.024059464,-0.010680801,0.006526994,2.162371496,0.685098531
0.753929711,-0.162304202,0.037046479,-0.056460029,0.00328024,2.159774092,0.689319311
0.554254354,-0.05710938,-0.00516132,-0.088602892,0.097111424,2.165942925,0.697760871
-0.517174389,-0.046070417,-0.054836652,-0.161654851,0.131527014,2.16204682,0.703280352
-0.621070509,-0.031784701,-0.085680813,-0.21230421,0.134124417,2.158150716,0.709449185
-0.251265255,0.102955581,-0.095421074,-0.192174337,0.121786753,2.160748119,0.719838797
0.068215315,0.236397161,-0.077563929,-0.102239257,0.071137394,2.163994872,0.729903733
0.205553,0.159773772,-0.029836648,-0.075940552,0.038020505,2.160098768,0.736721916
0.254903657,0.099384152,0.017241281,-0.076914578,0.002630889,2.163670197,0.742566073
0.256527034,-0.063602888,0.049059468,-0.039901585,0.030552972,2.163994872,0.749708931
0.073085446,-0.209057456,-0.011330152,-0.024641842,0.08964389,2.164319548,0.75750114
-0.067498992,-0.216200315,-0.073667824,-0.079836656,0.1844491,2.165618249,0.766267375
-0.041849637,-0.159057448,-0.066200291,-0.056135354,0.167241305,2.161397469,0.771137506
0.032501024,-0.048018469,-0.032109376,-0.032434051,0.057501028,2.161072794,0.773734909
0.089319215,0.010423098,-0.033408078,0.048734793,-0.103537959,2.159449417,0.776332312
0.027955569,-0.035680805,-0.0093821,0.063994536,-0.153537967,2.150033831,0.784124521
-0.132109392,0.007176345,0.035747778,0.044838688,-0.050940548,2.153929936,0.791267379
-0.073343149,0.230228328,0.058799729,-0.010680801,0.026332192,2.155228637,0.800682965
0.049384144,0.211072481,0.071137394,-0.05710938,0.029903621,2.125683178,0.807825824
0.021462061,-0.01425223,0.107825711,0.058475054,-0.01003145,2.149709156,0.816267383
-0.052239249,-0.17366784,0.060423106,0.141267275,-0.045745742,2.152306559,0.825682969
0.01594258,-0.134706795,0.02503349,0.070488043,-0.089576918,2.149059805,0.832501152
0.039319207,-0.073667824,0.088345189,0.055552976,-0.0739925,2.144189674,0.837046608
-0.037953533,-0.111005493,0.079254278,0.017565957,-0.058408082,2.143540324,0.814644007
-0.085680813,-0.176265243,0.028280244,-0.050291197,-0.054187302,2.138020842,0.845812843
-0.140875627,-0.10483666,0.03769583,-0.036654831,-0.122044455,2.134774088,0.848734921
-0.273343181,-0.020421062,0.043864662,-0.011005477,-0.178862646,2.132501361,0.85652713
-0.185680829,0.100358178,0.045812714,0.023085438,-0.144447056,2.125683178,0.86496869
-0.06555094,0.098734801,0.018539983,-0.029511973,-0.117823675,2.121137723,0.867890768
-0.221719796,-0.096719776,0.027306218,-0.045421066,-0.080486007,2.121137723,0.87341025
-0.322693838,-0.122693806,0.04613739,0.012371151,0.02925427,2.120813047,0.877955705
-0.300291237,-0.065875615,0.082825707,0.030552972,0.057501028,2.112696163,0.879903757
-0.265875647,-0.087953541,0.103929607,0.006851669,-0.012953529,2.11496889,0.886397265
-0.253537983,-0.037953533,0.095163372,0.039643882,-0.018797686,2.116267592,0.892566097
0.073085446,0.082501032,0.056851677,-0.015875607,-0.058083406,2.110748111,0.897760903
0.25750106,0.225682873,-0.013278204,-0.0528886,-0.072369123,2.10587798,0.901981683
0.221786769,0.11496857,-0.082758735,-0.048018469,-0.077239253,2.104254603,0.906202463
0.142565977,-0.035031454,-0.058732757,-0.001265215,-0.102563933,2.099384472,0.911721944
0.034773752,-0.086654839,0.004578942,-0.027563921,0.021786737,2.094839017,0.917890776
-0.148667836,-0.11327822,-0.019122361,-0.044122365,0.089968566,2.087046808,0.925682985
-0.162304202,-0.13438212,-0.114901597,-0.008083398,0.117890648,2.08834551,0.931527142
-0.111654843,-0.065226264,-0.094771724,3.35E-05,-0.007758723,2.087046808,0.939319351
0.054903625,0.095812722,-0.042498988,0.014319203,-0.211979535,2.043215632,0.945812859
0.322760811,0.111721816,-0.003537943,0.016916606,-0.062304186,2.079254599,0.951007665
0.401332252,0.022111412,-0.007434047,-0.0093821,0.113345193,2.076657196,0.954254419
0.17535819,0.077630901,-0.067174317,0.00328024,0.095488047,2.068540312,0.957501172
-0.086654839,0.125033506,-0.085680813,0.005228292,0.04191661,2.062696155,0.961072601
-0.193148363,0.094838696,-0.081460033,-0.019771712,-0.01847301,2.0581507,0.945812859
-0.10483666,0.005877643,-0.051589899,-0.01003145,-0.098343153,2.05392992,0.973410266
-0.01003145,0.011397124,-0.041524962,-0.023343141,-0.061005485,2.048735114,0.97730637
0.027630893,0.009773748,-0.042823663,-0.016200283,0.026656867,2.043864983,0.981851826
