VL,BF,TA,MG,Sol,Heel,Toe
0.177955593,-0.121395105,-0.04379769,0.013669852,0.03769583,2.190293578,0.285423142
0.052306222,-0.141524978,0.02438414,0.010098423,0.15425429,2.193540332,0.290942624
-0.0739925,-0.102563933,-0.029187298,0.062046483,0.15425429,2.194839033,0.304254314
-0.118473026,-0.032434051,-0.050940548,0.113020517,0.105228308,2.185423447,0.318215356
-0.110031466,0.151007536,-0.048018469,0.073410121,0.05100752,2.194839033,0.32211146
0.071786745,-0.023992492,-0.07464185,0.070163368,0.014319203,2.20068319,0.3347738
0.286721844,-0.321719812,-0.087953541,0.129903637,0.008150371,2.201981891,0.349708867
0.119514025,-0.310680849,-0.102239257,0.091916618,-0.045745742,2.205228645,0.357501076
-0.103862634,-0.060031458,-0.024966518,0.02503349,-0.034706779,2.21399488,0.365617961
-0.111979519,0.251332228,-0.044122365,0.114319219,-0.042174313,2.220163713,0.385098483
-0.118473026,0.296462105,-0.115875623,0.192241309,-0.101265231,2.223410466,0.394838744
-0.056135354,0.059773756,-0.078537955,0.17600754,-0.16944706,2.225683194,0.401007577
0.093539995,-0.209382132,0.040942584,0.143864678,-0.149966538,2.225033843,0.405228356
-0.025615868,-0.403538007,-0.003213267,0.131202338,-0.030161324,2.229254623,0.413669916
-0.214252262,-0.2678237,-0.060680809,0.122760779,0.062046483,2.235423455,0.425033554
-0.360031507,-0.095421074,0.051981547,0.086721812,-0.003537943,2.239968911,0.437046543
-0.4194471,-0.099641854,0.130877663,0.046462065,-0.169122385,2.23931956,0.442566025
-0.077563929,-0.157434071,0.10230623,0.031526998,-0.187304206,2.24354034,0.446462129
0.011072449,-0.157758747,-0.00094054,-0.004836644,-0.14769381,2.24418969,0.448410182
0.035423102,-0.101589907,-0.054836652,0.017241281,-0.083732761,2.24841047,0.454579014
0.065617912,0.001332188,0.001656863,-0.029836648,-0.056135354,2.254579303,0.461397197
0.041267259,-0.043148339,0.089319215,-0.007758723,-0.119771728,2.25263125,0.46886473
-0.010680801,-0.099641854,0.005228292,0.044189338,-0.059706783,2.251981899,0.473734861
-0.089901593,-0.137953549,-0.060680809,0.064968562,-0.059057432,2.255878004,0.439643946
-0.23340811,-0.156784721,-0.055486003,-0.019447036,-0.069122369,2.259449433,0.48996863
-0.182434075,-0.130486015,-0.020096387,-0.014901581,-0.009706775,2.260423459,0.497760839
-0.050291197,0.031851673,0.05457895,0.042241285,0.055552976,2.263345538,0.504903697
0.187695854,0.147436107,0.034449076,-0.023667816,0.036072453,2.24841047,0.508475126
0.393864718,0.163020525,0.044514013,-0.072369123,-0.092174321,2.270163721,0.513020582
0.397111472,0.212695858,0.075682849,-0.086979515,-0.058408082,2.275033851,0.521137466
0.159124421,0.221786769,0.033799725,-0.063602888,-0.002239241,2.27795593,0.531851753
-0.027888596,0.134449092,-0.055161328,0.114643894,0.088669864,2.284124762,0.539319287
-0.094122373,0.038020505,-0.075940552,0.173734813,0.135098443,2.289644243,0.540942664
-0.06555094,-0.030485999,-0.104511985,0.091591943,0.121462077,2.288020866,0.549384224
0.047760767,-0.070096395,-0.119771728,-0.045421066,0.085747786,2.288994892,0.554903705
0.242890668,-0.101589907,-0.105161336,-0.138278224,-0.002888592,2.293865023,0.56366994
0.268864698,-0.149641862,-0.039252234,-0.103537959,-0.0739925,2.292566322,0.568540071
0.201981571,-0.070096395,-0.041200287,-0.195745766,0.004578942,2.292566322,0.572760851
0.032825699,0.000682837,-0.056135354,-0.136330172,0.062046483,2.297436452,0.579579034
-0.133408094,0.006526994,0.010747774,0.208475078,0.113345193,2.298085803,0.586397217
-0.205161352,0.053604923,0.017890632,0.235423134,0.206851701,2.292890997,0.592890724
-0.04022626,0.049059468,-0.052239249,-0.053537951,0.243864694,2.300358531,0.601007609
0.193215335,-0.085031462,-0.121070429,-0.2467198,0.179903645,2.303280609,0.615293325
0.266916646,-0.02269379,-0.076589903,-0.214252262,0.006851669,2.301657232,0.623085534
0.193215335,0.064968562,-0.024641842,-0.127563937,-0.017174309,2.300683206,0.628605016
0.105552984,0.046462065,-0.031460025,-0.098667828,-0.008408074,2.299384504,0.635423199
-0.004187294,0.017241281,-0.056135354,-0.020096387,-0.067174317,2.301332557,0.64094268
-0.162953553,0.024708815,-0.004511969,-0.013927555,0.04191661,2.300358531,0.612695922
-0.378862678,0.033150375,0.035423102,-0.094122373,0.134124417,2.299059829,0.646462161
-0.17366784,0.055877651,0.023410113,-0.144122381,0.143540003,2.298085803,0.64938424
0.038669856,0.07211142,-0.01847301,-0.06977172,0.152306238,2.302631258,0.653929695
0.088020513,0.024059464,3.35E-05,-0.006460021,0.083150383,2.290942945,0.661397229
0.063020509,-0.014901581,-0.003537943,0.02438414,0.102630905,2.305878012,0.667566061
0.07211142,0.084124409,-0.041849637,-0.059706783,0.108150387,2.311397493,0.673734893
0.064643886,0.151007536,-0.029187298,-0.119771728,0.013345177,2.313345546,0.676656971
-0.080810683,0.207825727,0.006526994,-0.080486007,-0.102888608,2.311397493,0.681527102
-0.052563925,0.032176349,0.038345181,-0.063927563,-0.051914574,2.31237152,0.682501128
-0.111979519,-0.158408098,0.03769583,-0.036005481,0.027630893,2.310098792,0.687371259
-0.038602884,-0.144447056,0.004903617,0.002630889,0.032501024,2.309124766,0.690942688
0.196462089,-0.120421078,0.060423106,0.004254266,0.061397132,2.309124766,0.695163468
0.34808549,-0.082109384,0.003929591,0.048410117,0.072760771,2.307501389,0.696462169
0.359773804,-0.101589907,-0.039901585,0.086397137,0.085747786,2.307826064,0.698410222
0.135098443,-0.111005493,-0.066200291,-0.00516132,0.01594258,2.311397493,0.706202431
-0.162304202,-0.069122369,-0.114252246,-0.056460029,-0.060031458,2.310098792,0.712046588
-0.208408106,-0.062304186,-0.127563937,0.007176345,-0.091200295,2.307826064,0.717241394
-0.124966534,0.021137386,-0.021395089,0.08120233,-0.102239257,2.310098792,0.724708927
-0.02269379,0.079578954,0.104578958,0.012046475,-0.122693806,2.305228661,0.728605032
0.174059488,-0.028537947,0.147436107,-0.04022626,-0.120745754,2.302631258,0.73574789
0.380553028,-0.10905744,0.08120233,0.052306222,-0.089901593,2.301981908,0.741916722
0.197436115,-0.065875615,-0.018148335,0.065617912,-0.073018473,2.298735154,0.747111528
-0.204836676,0.001007512,-0.105486011,0.043539987,-0.051589899,2.294514374,0.751656983
-0.332109424,-0.004511969,-0.168473034,0.057176353,-0.023343141,2.29126762,0.731202435
-0.205486027,0.042241285,-0.119771728,0.006202318,-0.031784701,2.287371516,0.755228413
-0.066849641,-0.02691457,-0.07821328,-0.034706779,-0.036979507,2.286722165,0.758475166
0.053604923,-0.090550944,0.004903617,-0.046395093,-0.060031458,2.288670217,0.761397245
0.125358182,-0.051265223,0.116591947,-0.097693802,-0.002888592,2.274709176,0.76172192
1.891267556,0.079903629,0.095488047,-0.820421191,0.220812742,2.283475411,0.77016348
-1.067823828,-0.166200307,-0.135680821,0.524708895,-0.135356146,2.293215672,0.777955689
-2.199966867,-0.126589911,0.010423098,0.888669992,-0.157758747,2.280228657,0.777955689
1.370163576,0.251656903,0.198410141,-0.737304294,0.186072477,2.27795593,0.780877767
-0.00516132,0.077630901,0.008475046,-0.16457693,-0.080486007,2.280878008,0.786397249
-2.060031779,-0.080161332,0.034449076,0.672111516,-0.16522628,2.264319564,0.788020626
0.961721952,0.161072473,0.126981559,-0.598018558,0.233475082,2.26529359,0.790942704
0.971786889,0.081527006,-0.101265231,-0.509706855,0.068539991,2.270488396,0.795812835
-1.93568111,-0.148018486,-0.080161332,0.706527106,-0.158732773,2.259124758,0.795812835
0.225033522,-0.012304178,0.092890644,-0.181135374,0.124708831,2.254903978,0.799384264
1.463670085,-0.016524958,-0.02269379,-0.672044544,0.097111424,2.26529359,0.806851798
-1.993798002,-0.317174357,-0.038927559,0.750682957,-0.172369139,2.264319564,0.808475174
-0.786654952,-0.15613537,0.178604944,0.266916646,0.055552976,2.24354034,0.806851798
1.861072746,0.131202338,0.14516338,-0.75094066,0.087695838,2.25685203,0.81366998
-1.530810915,-0.063927563,-0.157758747,0.61496865,-0.33308345,2.251981899,0.816267383
-1.568148583,-0.036330156,-0.11327822,0.618864754,-0.27269383,2.24776112,0.82211154
0.270488075,0.031202322,-0.032109376,-0.065226264,0.010747774,2.246787093,0.825358294
0.792241406,0.166267279,0.033150375,-0.290226301,0.206527026,2.243865015,0.82633232
0.483799798,0.220488067,0.127630909,-0.218797718,0.17113741,2.238345534,0.832176477
0.019514009,0.061721808,0.040293233,-0.151265239,0.08899454,2.234449429,0.821786865
-0.207434079,-0.093797698,-0.080161332,-0.017174309,-0.034057428,2.230553325,0.836721932
-0.146070433,-0.095421074,-0.10483666,0.082825707,-0.246070449,2.227306571,0.837046608
0.009449072,-0.04444704,-0.107109388,-0.008732749,-0.152239265,2.224059817,0.839968686
0.056527002,0.04191661,-0.050615872,-0.057434055,0.018864658,2.208475399,0.843540115
0.028604919,0.031202322,-0.037628857,0.027630893,0.019514009,2.217241634,0.845812843
0.079254278,-0.027563921,-0.018797686,0.090942592,0.070812718,2.219839037,0.84743622
0.134449092,0.044838688,0.034124401,0.030228296,0.139643898,2.216267608,0.849384272
0.14581273,0.212371183,0.031526998,0.044189338,0.156527018,2.211397477,0.850358298
0.078929603,3.35E-05,0.073085446,-0.091849645,0.081527006,2.207501373,0.855877779
0.017241281,-0.120745754,0.045163364,-0.242823696,0.008475046,2.20068319,0.85230635
0.038020505,-0.098667828,0.026332192,-0.204187326,0.021462061,2.195163709,0.851981675
0.108475062,0.03769583,-0.002563917,-0.064576914,-0.019771712,2.191916955,0.85230635
0.175033514,0.011397124,-0.046719768,0.02438414,0.005552968,2.18380007,0.852955701
0.136072469,-0.030161324,-0.05710938,0.086072461,0.047111416,2.17892994,0.855553104
0.023085438,0.02081271,-0.11327822,0.032176349,-0.086654839,2.177306563,0.857501156
-0.070096395,0.032501024,-0.080486007,-0.111979519,-0.154187318,2.175033835,0.858799858
0.066267263,-0.004187294,-0.073667824,-0.123992508,-0.007109372,2.165293574,0.859449209
0.326981591,-0.094122373,-0.014901581,0.135747794,0.152306238,2.165293574,0.863669988
0.187371179,-0.147369135,0.054903625,0.303604964,0.114643894,2.161722145,0.865942716
-0.212953561,-0.067498992,0.027630893,0.117565973,0.026656867,2.15360526,0.866267391
-0.450615937,0.016916606,-0.003537943,-0.136979523,-0.117823675,2.148085779,0.865293365
-0.492823736,0.038020505,0.001981539,-0.133732769,-0.102888608,2.140942921,0.865293365
-0.192174337,0.050033494,-0.019447036,0.003604915,-0.003862618,2.136397465,0.866916742
0.212046507,-0.036330156,-0.01003145,-0.093473022,0.074708823,2.129254607,0.861072585
0.303604964,-0.062628861,-0.018148335,-0.149317187,0.058475054,2.1227611,0.866592067
0.376332248,-0.058408082,-0.037304182,0.118864674,0.013994527,2.116916943,0.867890768
0.221786769,-0.011654827,0.038669856,0.172436111,-0.072693798,2.113994864,0.867890768
0.085747786,0.052306222,0.022111412,0.009773748,-0.103537959,2.093864991,0.871462198
0.170163384,-0.019447036,-0.03957691,-0.106460037,0.047760767,2.109449409,0.872111548
-0.102239257,-0.03957691,0.056851677,-0.120096403,-0.059057432,2.103280577,0.872436224
-0.219122393,-0.052563925,0.044189338,0.032825699,-0.190875635,2.098085771,0.872111548
-0.001265215,0.001332188,-0.042174313,0.062695834,-0.088927567,2.100033823,0.875033627
-0.016524958,0.090942592,-0.031460025,0.033150375,-0.00581067,2.095163693,0.878605056
-0.023667816,0.125033506,-0.013278204,0.008799721,-0.060680809,2.08477408,0.875033627
0.056527002,0.122111428,0.028929595,0.006526994,-0.017498984,2.079579274,0.876981679
-0.09574575,0.06366986,-0.038927559,0.018864658,-0.036005481,2.075358495,0.878605056
-0.128213288,0.009773748,-0.042498988,0.011072449,-0.037304182,2.066267584,0.877306354
-0.13016134,-0.049641846,-0.01847301,0.026007516,0.036072453,2.060423427,0.876981679
-0.142174329,0.014319203,-0.031460025,0.035098427,0.020488035,2.052306543,0.876657004
-0.089252242,0.051981547,-0.060031458,0.02503349,0.02438414,2.044839009,0.876657004
0.207501052,0.093539995,-0.048343145,0.043215311,-0.022044439,2.037371475,0.879579082
0.311721848,0.171786761,-0.06133016,0.05035817,-0.136979523,2.034449397,0.881527134
0.113994544,0.202955597,-0.105810687,0.043864662,-0.029187298,2.026007837,0.880877783
0.022436087,0.138020521,-0.038602884,0.030228296,0.209449104,2.02016368,0.883150511
-0.016849633,0.019514009,0.031202322,-0.010680801,0.18022832,2.015618225,0.882176485
-0.130486015,-0.073018473,-0.001914566,-0.037304182,0.066591939,2.005877964,0.881527134
-0.271719804,-0.017823659,-0.052239249,-0.022369115,-0.111005493,1.99841043,0.882176485
-0.21230421,0.006851669,-0.065226264,-0.017174309,-0.238927591,1.991267572,0.888020642
0.044189338,0.083150383,0.032501024,0.036721804,-0.035680805,1.984449389,0.882825836
0.407501084,0.16691663,0.116591947,0.026656867,0.197760791,1.974384452,0.883150511
0.406527058,0.161721824,0.11561792,0.027306218,0.245812746,1.965618217,0.881202459
0.191591959,-0.018797686,-0.036654831,-0.03113535,0.189968582,1.942566265,0.88250116
0.042890636,-0.24249902,-0.117174325,-0.094122373,0.004578942,1.949384448,0.883150511
0.152630913,-0.381135406,0.003929591,-0.174966542,-0.118473026,1.943540292,0.885423239
0.236721836,-0.274966558,0.034124401,-0.046070417,-0.121070429,1.932826004,0.884773888
0.165293253,0.027955569,0.088345189,0.017890632,-0.006784697,1.92535847,0.886397265
-0.041849637,0.243215343,0.097760775,0.091591943,0.062046483,1.923410418,0.889968694
-0.019447036,0.297436131,-0.017174309,0.059773756,0.05457895,1.915618209,0.890618045
0.075682849,0.08542311,-0.038927559,0.001656863,-0.032758727,1.906527299,0.889968694
-0.089901593,-0.162628877,0.005552968,-0.041849637,-0.119447052,1.897436388,0.888994668
-0.152239265,-0.281784741,-0.001914566,-0.025940544,-0.0528886,1.885098724,0.888994668
-0.247369151,-0.122693806,-0.108732765,0.02503349,0.107825711,1.875683138,0.888994668
-0.284706819,0.06789064,-0.019122361,0.078280252,0.135423118,1.866267552,0.887695966
-0.22918733,0.110098439,0.084124409,0.107825711,0.120812726,1.854579238,0.887371291
-0.116524974,0.031851673,0.05457895,0.023085438,0.168540007,1.844189626,0.887695966
0.038345181,0.073085446,-0.114252246,-0.064901589,-0.017823659,1.839319496,0.888994668
0.101332204,0.064643886,-0.057758731,-0.031460025,-0.211005509,1.832501313,0.888994668
0.057501028,-0.051265223,0.035098427,-0.000615864,-0.035031454,1.825358454,0.888994668
-0.113927571,-0.070745746,-0.036979507,0.013994527,-0.059382108,1.820812999,0.888994668
-0.362953585,0.044838688,-0.027888596,0.002306214,-0.214576938,1.813670141,0.889644019
-0.569447125,0.08120233,0.02438414,-0.001589891,0.064319211,1.80035845,0.888669992
-0.653862723,0.028280244,0.017890632,-0.008408074,0.337371203,1.789644163,0.892241422
0.086397137,-0.003213267,-0.025291193,-0.043148339,0.160098447,1.782176629,0.887371291
0.475358238,-0.01847301,-0.080161332,0.006202318,-0.359706831,1.772111693,0.888994668
0.295812755,-0.02691457,0.006526994,0.008475046,-0.54379777,1.763994808,0.887046616
-0.103862634,-0.052239249,0.088345189,-0.025615868,-0.161330176,1.707825968,0.888994668
-0.169771736,-0.063278212,0.066916614,-0.028537947,0.217890664,1.742566233,0.888994668
0.057501028,-0.016849633,-0.006135346,-0.018148335,0.239643914,1.735423375,0.888020642
-0.016200283,-0.01003145,0.047436091,-0.0093821,0.064643886,1.725033763,0.888020642
-0.072693798,-0.086330164,0.049708819,-0.009057424,-0.089901593,1.717241554,0.889319343
0.036072453,-0.096719776,-0.028862622,-0.020745738,-0.042823663,1.70977402,0.889968694
0.091591943,-0.106460037,0.010747774,-0.00581067,-0.025940544,1.704254539,0.889319343
-0.00581067,0.02438414,0.101656879,-0.012953529,-0.143148355,1.700358434,0.891592071
-0.054511977,0.212371183,0.042241285,-0.021070413,0.008150371,1.693215576,0.891592071
0.032825699,0.161721824,-0.074966526,0.007825695,0.224059496,1.67957921,0.89094272
0.061397132,0.018539983,-0.037953533,-0.002239241,0.24418937,1.672761027,0.889644019
0.097436099,-0.065875615,0.041591935,-0.004836644,0.497111488,1.660423363,0.889968694
0.038345181,-0.152563941,0.035747778,0.041267259,-0.047693794,1.652306479,0.890293369
-0.149317187,-0.102563933,-0.033732753,0.026332192,-0.46230425,1.643864919,0.891267395
-0.213602912,-0.098992504,0.031851673,0.020488035,-0.359706831,1.64029349,0.892566097
-0.026589895,0.111072465,0.039643882,-0.000291189,-0.143148355,1.633150631,0.893864799
0.116267271,0.134773768,-0.021070413,-0.037304182,0.209124429,1.625683098,0.8951635
0.136072469,-0.024641842,-0.018797686,0.008799721,0.320488083,1.617566213,0.896786877
0.254254306,-0.200940572,0.010098423,0.071462069,0.040942584,1.615293486,0.896786877
0.425033554,-0.108732765,-0.01360288,0.053280248,-0.160680825,1.608150627,0.898085578
0.243540019,0.032501024,-0.058408082,0.083799733,-0.180161348,1.600683094,0.901332332
0.311721848,-0.011330152,-0.096395101,0.03769583,-0.039252234,1.594514262,0.896462202
-0.032109376,-0.011330152,-0.061979511,-0.077563929,-0.065875615,1.583799974,0.898734929
-0.718797798,0.130228312,0.002306214,-0.060356134,-0.096070425,1.57146231,0.897436228
-0.592499076,0.085098435,0.021462061,-0.058083406,-0.08730419,1.527306459,0.899059605
-0.068148343,-0.077239253,-0.062953537,-0.002563917,-0.097369127,1.551657112,0.901981683
0.099384152,-0.163278228,-0.019122361,0.031202322,-0.102239257,1.545812955,0.902631034
0.200682869,-0.123667832,-0.036330156,0.08964389,0.029578946,1.539644123,0.904254411
0.136397145,-0.065226264,-0.066524966,0.109449088,0.092565969,1.533799966,0.905877787
-0.022044439,0.054903625,-0.030485999,0.040942584,0.074384148,1.527306459,0.907501164
-0.008408074,0.088020513,-0.035680805,-0.020096387,0.029903621,1.520812951,0.908799866
-0.09152497,0.078280252,-0.021719764,-0.001914566,-0.088602892,1.51594282,0.91269597
-0.411005541,0.070812718,0.002630889,-0.082109384,-0.053213276,1.508150611,0.913994672
-0.710356238,0.027630893,-0.095096399,-0.157758747,0.057501028,1.499709052,0.914644023
-0.445096455,0.034773752,-0.143797706,-0.047369119,-0.099317179,1.496137622,0.9162674
-0.047369119,0.023085438,-0.122044455,0.054903625,-0.141524978,1.487371387,0.917890776
-0.048992496,0.008150371,-0.05710938,0.034124401,0.153929615,1.479254503,0.918864803
-0.080810683,0.019189334,0.00328024,0.003929591,0.302630937,1.471137618,0.92113753
0.128929611,0.018215307,0.099059476,0.021462061,0.111721816,1.464319435,0.923085582
0.311397173,3.35E-05,0.112046491,0.065293237,0.075033498,1.458799954,0.923734933
0.123410129,-0.14769381,0.173410137,0.043864662,0.050682845,1.451981771,0.926981687
-0.090226268,-0.177563945,0.098410125,-0.079187306,-0.094447048,1.447436316,0.928605064
-0.310680849,-0.079836656,-0.205486027,-0.145421083,-0.528538027,1.441592159,0.930228441
-0.345421115,0.055877651,-0.338927607,-0.084382112,-0.260356166,1.437371379,0.93379987
-0.217174341,0.036397128,-0.1821094,-0.023667816,0.345163412,1.427955793,0.936397273
-0.012628853,-0.075940552,0.022760763,0.007825695,0.175682865,1.418864883,0.932825844
0.182825723,-0.201589923,0.0763322,-0.01360288,-0.13438212,1.414968778,0.936397273
0.169514033,-0.081460033,0.072760771,-0.071395097,0.029578946,1.408475271,0.940942728
-0.043473014,0.056851677,0.103280256,-0.00516132,0.058475054,1.370163576,0.943540131
0.170163384,0.040293233,-0.021070413,-0.034057428,0.328604968,1.396786957,0.94646221
0.566267343,0.038345181,-0.02269379,-0.055161328,0.277955609,1.3909428,0.949708963
0.764319323,0.012046475,0.013345177,-0.073018473,-0.117174325,1.382825916,0.950682989
0.319514057,-0.002239241,-0.02691457,-0.059706783,-0.201589923,1.371462278,0.95133234
-0.247369151,-0.082109384,-0.048343145,-0.010356126,-0.193473038,1.366916822,0.954903769
-0.405486059,-0.004836644,-0.022369115,0.024708815,0.144189354,1.36074799,0.958475198
-0.144122381,0.022111412,0.023410113,-0.003537943,0.207825727,1.358475263,0.965293381
0.169514033,0.107825711,-0.034706779,-0.054511977,0.028929595,1.354579158,0.969838837
0.545488119,0.102630905,-0.008732749,-0.015226256,-0.056460029,1.347760975,0.972111564
0.682176453,-0.109706791,0.003604915,0.001332188,-0.068797694,1.344514221,0.97665702
0.53282578,-0.026265219,-0.015550932,0.007825695,0.12405948,1.341592143,0.982501176
0.380877703,0.222760795,-0.055161328,-0.007758723,0.226656899,1.335747986,0.989319359
0.227955601,0.086072461,-0.031784701,-0.045745742,0.038669856,1.332176557,0.993864815
0.16691663,-0.008732749,0.020488035,-0.030161324,0.029578946,1.331527206,0.999708971
0.118215323,-0.00094054,0.051656871,0.064968562,0.056851677,1.326657076,1.005553128
0.112371167,0.004903617,-0.000291189,0.08477376,-0.029836648,1.32146227,1.010747934
0.218215339,0.006851669,-0.020421062,0.0117218,-0.062628861,1.319838893,1.016592091
0.256202359,0.006851669,-0.019122361,-0.01425223,-0.071395097,1.31724149,1.02016352
-0.011979503,0.021137386,-0.105486011,-0.076265227,-0.244771748,1.309449281,1.0243843
-0.302563965,0.004254266,-0.082434059,-0.054836652,-0.106784713,1.302631098,1.028280404
-0.180810699,0.009773748,-0.056784705,0.021137386,-0.023992492,1.292241486,1.030553132
0.186072477,-0.020421062,-0.013278204,0.063020509,0.120812726,1.289968758,1.035098587
0.26172184,0.003929591,-0.014576906,0.030228296,0.21042313,1.284773952,1.038670017
0.125358182,0.047111416,0.074059472,0.00328024,0.127306234,1.241267452,1.040942744
0.14581273,0.042565961,0.074059472,0.01594258,0.063994536,1.277631094,1.04613755
0.058475054,0.076656875,-0.028213271,0.006526994,-0.054836652,1.273734989,1.052306382
-0.006784697,0.041267259,-0.048343145,-0.034382104,-0.241849669,1.268215508,1.062046644
0.044514013,-0.051265223,-0.023667816,-0.008732749,-0.346070465,1.264644079,1.069838853
0.11561792,-0.035031454,0.05944908,0.005228292,-0.217823692,1.262046676,1.075033659
-0.082434059,0.0117218,0.033150375,0.024708815,0.009773748,1.259773948,1.077306386
-0.183732777,0.019189334,0.001656863,0.07211142,0.379579002,1.257176545,1.085098595
-0.128537963,0.040942584,-0.014901581,-0.013927555,0.169514033,1.251981739,1.091916778
0.029578946,0.034124401,0.075682849,-0.033408078,-0.049966522,1.243215504,1.096786909
0.031851673,-0.019447036,0.077306226,0.021462061,-0.033408078,1.237696022,1.101007689
-0.356784753,-0.058408082,0.068215315,0.03769583,0.030228296,1.23152719,1.108150547
-0.554187382,0.025682841,0.032176349,-0.021395089,0.160423122,1.223734981,1.110423275
-0.435356194,0.093539995,-0.09152497,-0.034706779,0.069189342,1.220812903,1.118215484
-0.227563953,0.064643886,-0.081135358,-0.046719768,-0.213927587,1.220812903,1.126981719
-0.091200295,0.131527014,-0.052239249,-0.056784705,-0.305161368,1.2182155,1.131202499
-0.102563933,0.074708823,-0.002888592,-0.006784697,-0.0739925,1.214319395,1.135747954
-0.207434079,-0.015875607,0.040617908,0.030877647,0.012046475,1.207176537,1.14516354
-0.227888628,-0.071395097,-0.005485995,0.014643878,0.122436103,1.202955757,1.154254451
-0.370421119,-0.072693798,-0.027563921,-0.013278204,0.172436111,1.1971116,1.15782588
-0.511654907,0.042890636,-0.033408078,-0.006784697,0.078280252,1.190618093,1.165942764
-0.434706843,0.124384156,-0.000291189,0.016916606,-0.035031454,1.181202507,1.167890816
0.038669856,0.060423106,0.066591939,-0.00516132,-0.095421074,1.17957913,1.176332376
0.361397181,0.039968558,0.096462073,-0.050615872,-0.036330156,1.173734973,1.178929779
0.055552976,0.031526998,0.022111412,-0.065875615,-0.036330156,1.13672198,1.18379991
-0.358732805,-0.021395089,-0.074966526,-0.016524958,-0.050291197,1.16691679,1.190618093
-0.250615905,-0.007758723,-0.105486011,0.068215315,0.062046483,1.164644063,1.198410302
0.034773752,0.078929603,-0.089252242,0.088669864,0.037046479,1.162371335,1.206202511
0.225358198,0.065942588,-0.003862618,0.022111412,-0.118473026,1.159449257,1.214319395
0.384124457,-0.018797686,0.05457895,-0.043473014,0.017241281,1.157501204,1.221462254
0.313345225,-0.054511977,0.06366986,-0.054836652,0.201981571,1.157501204,1.229903813
0.176656891,-0.099641854,0.034773752,-0.011979503,0.137371171,1.153929775,1.235423295
0.267241321,-0.024966518,-0.016849633,0.035747778,-0.036979507,1.150358346,1.240618101
0.348410166,0.01594258,0.017565957,0.024059464,-0.178537971,1.146786917,1.24418953
0.038020505,0.100682853,-0.041849637,-0.042498988,-0.200615897,1.144514189,1.253929791
-0.115875623,0.139968574,-0.089901593,-0.080486007,-0.219122393,1.140618085,1.25750122
-0.060680809,0.083475058,-0.071070421,-0.009706775,0.017890632,1.136397305,1.259449273
-0.029511973,-0.074317175,-0.016849633,0.082176357,0.260423138,1.135098603,1.265618105
0.032176349,-0.067174317,0.005552968,0.050682845,0.039319207,1.132825876,1.272760963
0.062695834,0.120488051,-0.012628853,-0.020096387,-0.032109376,1.130877824,1.280228497
0.255228332,0.165942604,0.017565957,-0.008083398,0.05100752,1.122760939,1.288994732
0.401981603,0.055877651,-0.00581067,0.007825695,-0.008732749,1.121137562,1.295163564
0.211072481,-0.041849637,-0.027239245,-0.011654827,-0.099317179,1.117890808,1.300033695
-0.019122361,-0.002563917,-0.028213271,-0.02691457,-0.090226268,1.111721976,1.301332396
-0.161330176,0.074384148,0.008150371,0.032825699,-0.122044455,1.108475223,1.30457915
-0.300940588,0.05100752,-0.006460021,0.086072461,-0.006460021,1.107501196,1.306851878
-0.420096451,0.080228304,-0.016200283,0.012371151,0.026981543,1.103280417,1.319189542
-0.291849677,0.121786753,-0.011654827,-0.053862626,-0.107758739,1.099708987,1.326007725
-0.178213296,0.064968562,0.121137402,-0.048992496,0.086072461,1.058475215,1.331527206
0.104254282,-0.027239245,0.215617936,-0.015550932,0.253604956,1.09321548,1.338670065
0.57633228,0.005228292,0.211397157,0.030877647,0.101332204,1.092890804,1.344189546
0.251007553,0.004254266,-0.014576906,0.039643882,-0.024641842,1.088020674,1.35230643
-0.115226272,0.010098423,-0.338927607,0.020488035,-0.032109376,1.081527166,1.363994744
-0.13925225,0.037046479,-0.304836692,-0.008083398,-0.056784705,1.08055314,1.374059681
-0.220096419,0.032825699,-0.10418731,-0.144447056,-0.063602888,1.080228465,1.382176565
-0.366200339,0.020488035,-0.019447036,-0.122693806,0.168215331,1.077955737,1.38607267
-0.317174357,0.007176345,0.077306226,-0.012628853,0.285747818,1.073410282,1.390618125
-0.122369131,0.011397124,0.121786753,0.103604931,0.21464391,1.0678908,1.392566177
0.028929595,-0.00094054,0.048085442,0.109124413,0.024708815,1.063345345,1.398735009
-0.0739925,-0.024641842,0.00328024,-0.024966518,-0.28957695,1.062046644,1.404254491
0.216267287,0.011397124,0.001007512,-0.070745746,-0.379836705,1.05457911,1.409124621
0.40425433,0.008799721,-0.09574575,-0.068473018,-0.339252282,1.05035833,1.419514233
0.008475046,0.025358166,-0.124966534,-0.058732757,-0.049966522,1.048085602,1.427306443
-0.092823671,0.051656871,-0.07464185,-0.067498992,0.017241281,1.043215472,1.431202547
-0.311005525,0.022436087,-0.073667824,-0.036005481,0.076007524,1.038020666,1.436397353
-0.174641866,-0.075615876,-0.050940548,0.00328024,0.289968598,1.033475211,1.444514237
-0.013927555,-0.115550948,-0.030810675,0.044514013,0.275682881,1.030877807,1.449059693
-0.222369147,-0.105810687,0.034124401,0.039968558,-0.06555094,1.021462222,1.455877876
-0.143148355,-0.090226268,0.087046487,0.005552968,-0.17788862,1.016592091,1.463670085
0.059773756,-0.027888596,0.071462069,0.008150371,-0.198018494,1.01172196,1.470812943
